stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,intro.started,text.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,polygon.started,polygon.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
74,0.5,1.5,78.58890380011871,,,,,,,,,78.57323790015653,78.58890380011871,79.08923000004143,79.07264479994774,79.07264479994774,79.37236040015705,79.55634679994546,right,1.5,1,1,0.4690404001157731,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
75,0.5,1.0,79.57224590005353,,,,,,,,,79.55653110006824,79.57224590005353,80.07267570006661,80.05587920011021,80.05587920011021,80.3559565001633,80.75654540001415,right,1.0,1,1,0.696325299795717,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
76,0.5,1.0,80.77228590007871,,,,,,,,,80.75674060010351,80.77228590007871,81.27249310002662,81.25586330005899,81.25586330005899,81.55571340001188,81.69011690001935,left,-1.0,1,1,0.4311644001863897,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
77,0.5,1.0,81.7056696000509,,,,,,,,,81.69032680010423,81.7056696000509,82.20551940007135,82.20551940007135,82.20551940007135,82.50570900016464,82.79138860013336,left,-1.0,1,1,0.5829560998827219,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
78,0.5,1.0,82.80588110000826,,,,,,,,,82.7916816000361,82.80588110000826,83.30585170001723,83.30585170001723,83.30585170001723,83.60544920014217,83.98986380011775,right,1.0,0,0,0.6734649001155049,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
79,0.5,1.5,84.00570249999873,,,,,,,,,83.99005610006861,84.00570249999873,84.5061431999784,84.4892661999911,84.4892661999911,84.78912500012666,84.94038620009087,right,1.5,0,0,0.44860220002010465,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
80,0.5,2.0,84.95580640016124,,,,,,,,,84.94060129998252,84.95580640016124,85.4560736999847,85.4560736999847,85.4560736999847,85.75559010007419,85.97357499995269,left,-2.0,1,1,0.5042431000620127,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
81,0.5,2.0,85.98885460011661,,,,,,,,,85.97378580016084,85.98885460011661,86.48926950013265,86.48926950013265,86.48926950013265,86.78901370009407,87.0071132001467,left,-2.0,1,1,0.5082606000360101,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
82,0.5,2.0,87.02239400008693,,,,,,,,,87.00736779998988,87.02239400008693,87.52275869995356,87.52275869995356,87.52275869995356,87.82236540014856,88.02428110013716,left,-2.0,1,1,0.49997990019619465,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
83,0.5,1.5,88.03917580004781,,,,,,,,,88.0244996000547,88.03917580004781,88.53952009999193,88.53952009999193,88.53952009999193,88.8391530001536,89.25656490004621,right,1.5,1,1,0.7019493000116199,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
84,0.5,1.5,89.27238810015842,,,,,,,,,89.25676620006561,89.27238810015842,89.77234090003185,89.77234090003185,89.77234090003185,90.07220789999701,90.2397670999635,left,-1.5,1,1,0.45083070010878146,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
85,0.5,1.5,90.25567700015381,,,,,,,,,90.24015540000983,90.25567700015381,90.75580159993842,90.73917840002105,90.73917840002105,91.03867270005867,91.3730803001672,right,1.5,0,0,0.6227726999204606,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
86,0.5,2.0,91.38888340000995,,,,,,,,,91.37327229999937,91.38888340000995,91.8900536999572,91.87246079999022,91.87246079999022,92.17317060008645,92.58980640000664,right,2.0,1,1,0.7094765000510961,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
87,0.5,2.0,92.60553389997222,,,,,,,,,92.59001410007477,92.60553389997222,93.10603380016983,93.08917360007763,93.08917360007763,93.38920140010305,93.57349080010317,right,2.0,0,0,0.4724843001458794,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
88,0.5,2.5,93.5888135000132,,,,,,,,,93.5737016000785,93.5888135000132,94.08910680003464,94.08910680003464,94.08910680003464,94.38938740012236,94.62327570002526,right,2.5,1,1,0.5203668000176549,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
89,0.5,2.5,94.6391958000604,,,,,,,,,94.62356880004518,94.6391958000604,95.13929780013859,95.13929780013859,95.13929780013859,95.43893790012226,95.75677910004742,left,-2.5,1,1,0.602445499971509,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
90,0.5,2.5,95.77221420011483,,,,,,,,,95.75697190011851,95.77221420011483,96.27266030013561,96.27266030013561,96.27266030013561,96.57245760015212,96.87461930001155,right,2.5,1,1,0.5878409999422729,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
91,0.5,2.0,96.88936150004156,,,,,,,,,96.8749762000516,96.88936150004156,97.38959480007179,97.38959480007179,97.38959480007179,97.68917819997296,98.02403820003383,left,-2.0,1,1,0.6317108001094311,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
92,0.5,2.0,98.03905629995279,,,,,,,,,98.02430250006728,98.03905629995279,98.53916430007666,98.53916430007666,98.53916430007666,98.8389618000947,99.12300390005112,right,2.0,0,0,0.5674270999152213,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
93,0.5,2.5,99.13870000001043,,,,,,,,,99.12320949998684,99.13870000001043,99.6388522000052,99.62276960001327,99.62276960001327,99.92241100012325,100.09030740009621,right,2.5,0,0,0.46362160006538033,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
94,0.5,3.0,100.10590620012954,,,,,,,,,100.09057590016164,100.10590620012954,100.60554420016706,100.60554420016706,100.60554420016706,100.906043499941,101.15674570016563,right,3.0,1,1,0.5439575999043882,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
95,0.5,3.0,101.17251900001429,,,,,,,,,101.15693500009365,101.17251900001429,101.67257279995829,101.67257279995829,101.67257279995829,101.97217770013958,102.22328929998912,right,3.0,1,1,0.543955999892205,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
96,0.5,3.0,102.23908359999768,,,,,,,,,102.22343600005843,102.23908359999768,102.73914070008323,102.73914070008323,102.73914070008323,103.03904740000144,103.10657320008613,left,-3.0,1,1,0.35481399996206164,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
97,0.5,2.5,103.1223160000518,,,,,,,,,103.10678509995341,103.1223160000518,103.62241149996407,103.62241149996407,103.62241149996407,103.92234400007874,104.00799500010908,right,2.5,0,0,0.3825246999040246,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
98,0.5,3.0,104.02257280005142,,,,,,,,,104.00822740001604,104.02257280005142,104.52259650011547,104.52259650011547,104.52259650011547,104.82208089996129,104.95646200003102,left,-3.0,1,1,0.43062060000374913,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
99,0.5,3.0,104.97202180000022,,,,,,,,,104.95664580003358,104.97202180000022,105.47215189994313,105.45541490009055,105.45541490009055,105.75589839997701,105.92358339997008,left,-3.0,1,1,0.46258820011280477,,,,,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
,,,,,,,,,,,,,,,,,,,,,,,,105.92371010011993,105.93870769999921,106.93902900000103,106.92288170009851,01_ss,001,2025-09-04_22h51.27.171,adaptive_staircase,2024.2.4,59.9523618953013,2025-09-04 22h51.36.601911 +0530,
